,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
63719,"University Of California, Irvine (UCI)",Sociology,PhD,,Accepted,E-mail,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63720,"University Of California, Berkeley (UCB)",Materials Science And Engineering,Other,,Accepted,E-mail,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63721,"University Of California, Berkeley (UCB)",Economics,PhD,,Rejected,E-mail,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63722,"University Of Washington, Seattle",Applied Mathematics,PhD,,Accepted,E-mail,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63723,"University Of California, Los Angeles (UCLA)",Sociology,PhD,,Rejected,E-mail,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63724,"University Of California, Los Angeles (UCLA)",Computer Science,PhD,,Accepted,E-mail,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63725,"University Of California, Los Angeles (UCLA)",Computer Science,PhD,,Accepted,E-mail,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63726,"University Of California, Berkeley (UCB)",Operations Research - PhD,Other,,Accepted,Other,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63727,University of Arizona,Psychology,PhD,,Accepted,E-mail,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63728,Stanford University,Physics,PhD,,Accepted,E-mail,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63729,Stanford University,Physics,PhD,,Rejected,E-mail,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63730,Stanford University,Physics,Other,,Rejected,E-mail,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63731,Stanford University,Physics,Other,,Rejected,E-mail,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63732,Stanford University,Physics,PhD,,Rejected,E-mail,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63733,Stanford University,Statistics,PhD,,Rejected,Postal Service,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63734,Stanford University,Physics,PhD,,Accepted,E-mail,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63735,New York University (NYU),Linguistics,PhD,,,Phone,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63736,Northwestern University,Chemical Engineering-doctor,Other,,Accepted,E-mail,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63737,Northwestern University,Chemical Engineering-doctor,Other,,Accepted,E-mail,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63738,Northwestern University,Chemical Engineering,Other,,Accepted,E-mail,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63739,New York University (NYU),Philosophy,PhD,,Accepted,E-mail,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63740,Michigan State University,Political Science,Other,,Accepted,E-mail,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63741,Johns Hopkins University (JHU),Biostatistics,PhD,,Accepted,Phone,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63742,Florida State University,Political Science,Other,,Accepted,E-mail,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63743,Emory University,Anthropology,Other,,Accepted,Phone,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63744,Cornell University,Astronomy,PhD,,Rejected,E-mail,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63745,Columbia University,PEPM,Other,,Accepted,E-mail,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63746,Vanderbilt University,Physics,PhD,,Accepted,E-mail,"(13, 2, 2006)",1139817600,,,,,,,,"(14, 2, 2006)",1139904000,
63747,"University Of Illinois, Chicago (UIC)",Creative Writing,MFA,,Rejected,Postal Service,"(13, 2, 2006)",1139817600,,,,,,,,"(14, 2, 2006)",1139904000,
63748,"University Of California, Irvine (UCI)",Physics,Other,,Accepted,E-mail,"(13, 2, 2006)",1139817600,,,,,,,,"(14, 2, 2006)",1139904000,
63749,"University Of California, Berkeley (UCB)",Networked Systems - PHD,Other,,Rejected,E-mail,"(13, 2, 2006)",1139817600,,,,,,,,"(14, 2, 2006)",1139904000,
63750,"University Of California, Berkeley (UCB)",Microbiology - PhD,Other,,Accepted,E-mail,"(13, 2, 2006)",1139817600,,,,,,,,"(14, 2, 2006)",1139904000,
63751,"University Of California, Los Angeles (UCLA)",Chemistry,Other,,Accepted,E-mail,"(13, 2, 2006)",1139817600,,,,,,,,"(14, 2, 2006)",1139904000,
63752,Stanford University,Statistics,PhD,,Rejected,Postal Service,"(13, 2, 2006)",1139817600,,,,,,,,"(14, 2, 2006)",1139904000,
63753,Stanford University,Physics,Other,,Rejected,E-mail,"(13, 2, 2006)",1139817600,,,,,,,,"(14, 2, 2006)",1139904000,
63754,Stanford University,Chemistry,Other,,Rejected,Postal Service,"(13, 2, 2006)",1139817600,,,,,,,,"(14, 2, 2006)",1139904000,
63755,Iowa State University,Chemistry,Other,,Rejected,E-mail,"(11, 2, 2006)",1139644800,,,,,,,,"(14, 2, 2006)",1139904000,
63756,"University of Texas, Austin (UT Austin)",Astronomy,Other,,Accepted,E-mail,"(10, 2, 2006)",1139558400,,,,,,,,"(14, 2, 2006)",1139904000,
63757,"University Of California, Berkeley (UCB)",Electrical And Computer Engineering,PhD,,Accepted,E-mail,"(10, 2, 2006)",1139558400,,,,,,,,"(14, 2, 2006)",1139904000,
63758,"University Of Wisconsin, Madison",Electrical Engineering- Masters,Other,,Accepted,Other,"(1, 2, 2006)",1138780800,,,,,,,,"(14, 2, 2006)",1139904000,
63759,Ohio State University (OSU),Chemistry,Other,,Rejected,E-mail,"(7, 1, 2006)",1136620800,,,,,,,,"(14, 2, 2006)",1139904000,
63760,Northwestern University,Chemistry (Inorganic),Other,,Accepted,E-mail,"(6, 1, 2006)",1136534400,,,,,,,,"(14, 2, 2006)",1139904000,
63761,Cornell University,Human Development,Other,,Accepted,Phone,"(15, 2, 2006)",1139990400,,,,,,,,"(14, 2, 2006)",1139904000,
63762,Stanford University,Physics,PhD,,Rejected,E-mail,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63763,Stanford University,Mechanical-Masters,Other,,Accepted,Postal Service,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63764,University of Illinois,Philosophy,PhD,,Accepted,E-mail,"(31, 1, 2006)",1138694400,,,,,,,,"(14, 2, 2006)",1139904000,
63765,Duke University,Econ,PhD,,Rejected,E-mail,"(31, 1, 2006)",1138694400,,,,,,,,"(14, 2, 2006)",1139904000,
63766,"University Of Washington, Seattle",Biostatistics,PhD,,Accepted,E-mail,"(20, 1, 2006)",1137744000,,,,,,,,"(14, 2, 2006)",1139904000,
63767,University Of Pennsylvania (UPenn),Biostatistics,PhD,,Interview,E-mail,"(19, 1, 2006)",1137657600,,,,,,,,"(14, 2, 2006)",1139904000,
63768,University College London,Mathematical Modelling,Other,,Rejected,Postal Service,"(15, 1, 2006)",1137312000,,,,,,,,"(14, 2, 2006)",1139904000,
63769,"University Of California, Berkeley (UCB)",Microbiology - PhD,Other,,Interview,E-mail,"(13, 1, 2006)",1137139200,,,,,,,,"(14, 2, 2006)",1139904000,
63770,Pennsylvania State University (PSU),Genetics - Phd,Other,,Interview,E-mail,"(10, 1, 2006)",1136880000,,,,,,,,"(14, 2, 2006)",1139904000,
63771,"University Of California, Berkeley (UCB)",Computer Science,Other,,Accepted,E-mail,"(2, 10, 2006)",1159772400,,,,,,,,"(14, 2, 2006)",1139904000,
63772,Duke University,Philosophy,PhD,,,E-mail,"(14, 2, 2006)",1139904000,,,,,,,,"(14, 2, 2006)",1139904000,
63773,Virginia Tech,Urban Affairs And Policy,MS,,Accepted,Postal Service,"(13, 2, 2006)",1139817600,,,,,,,,"(14, 2, 2006)",1139904000,
63774,Stanford University,Physics,Other,,Accepted,E-mail,"(14, 2, 2005)",1108368000,,,,,,,,"(14, 2, 2006)",1139904000,
63775,University Of Pennsylvania (UPenn),Education,Other,,Rejected,Postal Service,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63776,Emory University,Education - MAT,Other,,Accepted,Postal Service,"(14, 2, 2006)",1139904000,,,,,,,,"(13, 2, 2006)",1139817600,
63777,Columbia University,Biomedical Engineering,Other,,Rejected,E-mail,"(14, 2, 2006)",1139904000,,,,,,,,"(13, 2, 2006)",1139817600,
63778,"University Of California, Berkeley (UCB)",Computer Science,MS,,Accepted,Postal Service,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63779,"University Of Washington, Seattle",Astronomy,PhD,,Rejected,E-mail,"(9, 2, 2006)",1139472000,,,,,,,,"(13, 2, 2006)",1139817600,
63780,"University Of Maryland, College Park",Computer Science,Other,,Accepted,Phone,"(9, 2, 2006)",1139472000,,,,,,,,"(13, 2, 2006)",1139817600,
63781,University of Chicago,Molecular Biosciences Cluster- PhD,Other,,Accepted,Phone,"(9, 2, 2006)",1139472000,,,,,,,,"(13, 2, 2006)",1139817600,
63782,Stanford University,Social Psychology,Other,,Interview,E-mail,"(9, 2, 2006)",1139472000,,,,,,,,"(13, 2, 2006)",1139817600,
63783,Duke University,English-PhD,Other,,Rejected,E-mail,"(9, 2, 2006)",1139472000,,,,,,,,"(13, 2, 2006)",1139817600,
63784,Duke University,Economics,PhD,,Rejected,E-mail,"(9, 2, 2006)",1139472000,,,,,,,,"(13, 2, 2006)",1139817600,
63785,Columbia University,Computer Science,Other,,Accepted,E-mail,"(9, 2, 2006)",1139472000,,,,,,,,"(13, 2, 2006)",1139817600,
63786,Ohio State University (OSU),Electrical And Computer Engineering,Other,,Rejected,Other,"(8, 2, 2006)",1139385600,,,,,,,,"(13, 2, 2006)",1139817600,
63787,New York University (NYU),Social Psychology,Other,,Accepted,Phone,"(8, 2, 2006)",1139385600,,,,,,,,"(13, 2, 2006)",1139817600,
63788,Florida State University,Social Psychology,PhD,,Interview,Other,"(8, 2, 2006)",1139385600,,,,,,,,"(13, 2, 2006)",1139817600,
63789,Yale University,Computer Science,Other,,Rejected,E-mail,"(7, 2, 2006)",1139299200,,,,,,,,"(13, 2, 2006)",1139817600,
63790,Wayne State University,Psychology,Other,,Accepted,Phone,"(7, 2, 2006)",1139299200,,,,,,,,"(13, 2, 2006)",1139817600,
63791,"University Of Wisconsin, Milwaukee",Foreign Language And Literature (Spanish Translation) - Masters,Other,,Accepted,Postal Service,"(7, 2, 2006)",1139299200,,,,,,,,"(13, 2, 2006)",1139817600,
63792,"University Of Washington, Seattle",Bioengineering,PhD,,Rejected,E-mail,"(7, 2, 2006)",1139299200,,,,,,,,"(13, 2, 2006)",1139817600,
63793,Yale University,Social Psychology,Other,,Accepted,Postal Service,"(6, 2, 2006)",1139212800,,,,,,,,"(13, 2, 2006)",1139817600,
63794,University Of Pennsylvania (UPenn),Clinical Psychology,Other,,Interview,E-mail,"(6, 2, 2006)",1139212800,,,,,,,,"(13, 2, 2006)",1139817600,
63795,"University Of California, Los Angeles (UCLA)",Civil Engineering,Other,,Accepted,Other,"(6, 2, 2006)",1139212800,,,,,,,,"(13, 2, 2006)",1139817600,
63796,University of Utah,Chemistry,Other,,Accepted,E-mail,"(5, 2, 2006)",1139126400,,,,,,,,"(13, 2, 2006)",1139817600,
63797,Washington University in St. Louis (WashU/WUSTL),Physics,Other,,Accepted,Postal Service,"(4, 2, 2006)",1139040000,,,,,,,,"(13, 2, 2006)",1139817600,
63798,Cornell University,English,Other,,Accepted,E-mail,"(4, 2, 2006)",1139040000,,,,,,,,"(13, 2, 2006)",1139817600,
63799,"University of Texas, Austin (UT Austin)",Civil Engineering,Other,,Accepted,E-mail,"(3, 2, 2006)",1138953600,,,,,,,,"(13, 2, 2006)",1139817600,
63800,Washington University in St. Louis (WashU/WUSTL),Physics,Other,,Accepted,Postal Service,"(3, 2, 2006)",1138953600,,,,,,,,"(13, 2, 2006)",1139817600,
63801,"University Of California, Berkeley (UCB)",Social Psychology,Other,,Interview,Phone,"(3, 2, 2006)",1138953600,,,,,,,,"(13, 2, 2006)",1139817600,
63802,Washington University in St. Louis (WashU/WUSTL),Physics,Other,,Accepted,Postal Service,"(2, 2, 2006)",1138867200,,,,,,,,"(13, 2, 2006)",1139817600,
63803,"University Of Illinois, Urbana Champaign (UIUC)",Civil Engineering,Other,,Accepted,E-mail,"(2, 2, 2006)",1138867200,,,,,,,,"(13, 2, 2006)",1139817600,
63804,"University Of Colorado, Boulder",Engineering,Other,,Accepted,E-mail,"(2, 2, 2006)",1138867200,,,,,,,,"(13, 2, 2006)",1139817600,
63805,"University Of California, Berkeley (UCB)",Physics,Other,,Accepted,Phone,"(2, 2, 2006)",1138867200,,,,,,,,"(13, 2, 2006)",1139817600,
63806,Purdue University,Electrical And Computer Engineering,PhD,,Accepted,E-mail,"(2, 2, 2006)",1138867200,,,,,,,,"(13, 2, 2006)",1139817600,
63807,Purdue University,Ece,Other,,Accepted,E-mail,"(2, 2, 2006)",1138867200,,,,,,,,"(13, 2, 2006)",1139817600,
63808,Columbia University,Financial Engineering,Other,,Rejected,Other,"(2, 2, 2006)",1138867200,,,,,,,,"(13, 2, 2006)",1139817600,
63809,Columbia University,Financial Engineer,Other,,Accepted,E-mail,"(2, 2, 2006)",1138867200,,,,,,,,"(13, 2, 2006)",1139817600,
63810,Columbia University,Applied Physics And Applied Math,Other,,Accepted,E-mail,"(2, 2, 2006)",1138867200,,,,,,,,"(13, 2, 2006)",1139817600,
63811,Washington University in St. Louis (WashU/WUSTL),Physics,Other,,,Postal Service,"(14, 2, 2006)",1139904000,,,,,,,,"(13, 2, 2006)",1139817600,
63812,"University Of Michigan, Ann Arbor",Biomedical Engineering,PhD,,Accepted,E-mail,"(14, 2, 2006)",1139904000,,,,,,,,"(13, 2, 2006)",1139817600,
63813,"University Of California, Santa Barbara (UCSB)",Sociology,Other,,Rejected,Postal Service,"(14, 2, 2006)",1139904000,,,,,,,,"(13, 2, 2006)",1139817600,
63814,Stanford University,Electrical Engineering,Other,,,E-mail,"(14, 2, 2006)",1139904000,,,,,,,,"(13, 2, 2006)",1139817600,
63815,Vanderbilt University,Philosophy,Other,,Rejected,E-mail,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63816,"University Of Wisconsin, Madison",Political Science,PhD,,Accepted,Postal Service,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63817,"University Of Wisconsin, Madison",Molecular And Cellular Pharmacology,Other,,Rejected,E-mail,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63818,University Of Virginia (UVA),English,PhD,,Rejected,Other,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63819,University Of Virginia (UVA),Religion,PhD,,,Postal Service,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63820,University Of Southern California (USC),Gerontology-Masters,Other,,Accepted,E-mail,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63821,University of South Florida,Communication,Other,,Accepted,Postal Service,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63822,"University Of North Carolina, Chapel Hill (UNC)",Urban Planning,PhD,,Rejected,Postal Service,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63823,"University Of North Carolina, Chapel Hill (UNC)",Germanic Language & Literature,Other,,Accepted,Postal Service,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63824,"University Of Michigan, Ann Arbor",Comparative Literature,PhD,,Accepted,E-mail,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63825,"University Of Michigan, Ann Arbor",Comparative Literature,PhD,,Rejected,E-mail,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63826,"University Of Michigan, Ann Arbor",Comparative Literature,PhD,,Rejected,E-mail,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63827,"University Of Michigan, Ann Arbor",Germanic Language & Literature,Other,,Rejected,Postal Service,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63828,"University Of Illinois, Urbana Champaign (UIUC)",Physics,Other,,Accepted,E-mail,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63829,University of Illinois,Computer Science,Other,,Accepted,E-mail,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63830,University of Chicago,English,Other,,Accepted,Phone,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63831,"University Of California, San Diego (UCSD)",Physics,PhD,,Accepted,E-mail,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63832,"University Of California, Los Angeles (UCLA)",Computer Science,Other,,Accepted,Phone,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63833,University of Arizona,Astronomy,PhD,,Rejected,E-mail,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63834,"University Of Michigan, Ann Arbor",Comparative Literature,Other,,Rejected,E-mail,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63835,Stanford University,Statistics,PhD,,Rejected,Postal Service,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63836,Stanford University,Physics,PhD,,Accepted,Other,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63837,Stanford University,Biostatistics,Other,,Rejected,Postal Service,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63838,Rice University,Linguistics,PhD,,Rejected,Postal Service,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63839,North Carolina State University,Computer Science,PhD,,Accepted,Other,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63840,New York University (NYU),Social Work,MS,,Accepted,Postal Service,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63841,George Washington University,Public Administration,MS,,Accepted,E-mail,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63842,Duke University,Statistics,Other,,Rejected,E-mail,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63843,Carnegie Mellon University (CMU),Computer Science,Other,,Accepted,E-mail,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63844,American University,Political Science,MS,,Accepted,E-mail,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63845,University Of Pennsylvania (UPenn),Psychology,Other,,Interview,E-mail,"(12, 2, 2006)",1139731200,,,,,,,,"(13, 2, 2006)",1139817600,
63846,Stanford University,Computer Science,PhD,,Rejected,E-mail,"(11, 2, 2006)",1139644800,,,,,,,,"(13, 2, 2006)",1139817600,
63847,Northwestern University,English,Other,,Accepted,Phone,"(11, 2, 2006)",1139644800,,,,,,,,"(13, 2, 2006)",1139817600,
63848,"University Of Wisconsin, Madison",Environmental - Philosophy,Other,,Accepted,E-mail,"(10, 2, 2006)",1139558400,,,,,,,,"(13, 2, 2006)",1139817600,
63849,"University Of North Carolina, Chapel Hill (UNC)",Chemistry,PhD,,Accepted,E-mail,"(10, 2, 2006)",1139558400,,,,,,,,"(13, 2, 2006)",1139817600,
63850,"University Of California, Berkeley (UCB)",Classics,PhD,,Rejected,E-mail,"(10, 2, 2006)",1139558400,,,,,,,,"(13, 2, 2006)",1139817600,
63851,"University Of Washington, Seattle",Anthropology,Other,,Accepted,E-mail,"(10, 2, 2006)",1139558400,,,,,,,,"(13, 2, 2006)",1139817600,
63852,Rice University,Computer Science,PhD,,Accepted,E-mail,"(10, 2, 2006)",1139558400,,,,,,,,"(13, 2, 2006)",1139817600,
63853,Pennsylvania State University (PSU),Chemistry,PhD,,Accepted,Postal Service,"(10, 2, 2006)",1139558400,,,,,,,,"(13, 2, 2006)",1139817600,
63854,New York University (NYU),History PhD,Other,,Interview,E-mail,"(10, 2, 2006)",1139558400,,,,,,,,"(13, 2, 2006)",1139817600,
63855,Loyola University - Chicago,Microbiology,Other,,Accepted,Phone,"(10, 2, 2006)",1139558400,,,,,,,,"(13, 2, 2006)",1139817600,
63856,Columbia University,Applied Physics And Applied Mathematics,Other,,Accepted,E-mail,"(10, 2, 2006)",1139558400,,,,,,,,"(13, 2, 2006)",1139817600,
63857,"University Of Massachusetts, Amherst",Computer Science,PhD,,Accepted,E-mail,"(1, 2, 2006)",1138780800,,,,,,,,"(13, 2, 2006)",1139817600,
63858,University of Arizona,Psychology,Other,,Interview,Phone,"(8, 1, 2006)",1136707200,,,,,,,,"(13, 2, 2006)",1139817600,
63859,"University Of Maryland, College Park",Econ,Other,,Accepted,Phone,"(14, 2, 2006)",1139904000,,,,,,,,"(13, 2, 2006)",1139817600,
63860,"University Of California, Santa Barbara (UCSB)",Social Psychology,Other,,Accepted,E-mail,"(26, 1, 2006)",1138262400,,,,,,,,"(13, 2, 2006)",1139817600,
63861,"University Of North Carolina, Chapel Hill (UNC)",Biostatistics,MS,,Accepted,Postal Service,"(22, 1, 2006)",1137916800,,,,,,,,"(13, 2, 2006)",1139817600,
63862,Princeton University,Social Psychology,Other,,Interview,Phone,"(20, 1, 2006)",1137744000,,,,,,,,"(13, 2, 2006)",1139817600,
63863,Ohio State University (OSU),Physics,Other,,Accepted,E-mail,"(20, 1, 2006)",1137744000,,,,,,,,"(13, 2, 2006)",1139817600,
63864,Florida State University,Psychology,Other,,Interview,E-mail,"(20, 1, 2006)",1137744000,,,,,,,,"(13, 2, 2006)",1139817600,
63865,Cornell University,Computer Science,PhD,,Accepted,E-mail,"(11, 2, 2006)",1139644800,,,,,,,,"(13, 2, 2006)",1139817600,
63866,Johns Hopkins University (JHU),Mathematics,Other,,,E-mail,"(1, 1, 2006)",1136102400,,,,,,,,"(13, 2, 2006)",1139817600,
63867,"University Of Maryland, College Park",Chemistry,Other,,Accepted,Postal Service,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63868,"University Of California, Los Angeles (UCLA)",Political Science,Other,,Accepted,Phone,"(13, 2, 2006)",1139817600,,,,,,,,"(13, 2, 2006)",1139817600,
63869,University of Arizona,Chemistry,Other,,Accepted,E-mail,"(23, 1, 2006)",1138003200,,,,,,,,"(13, 2, 2006)",1139817600,
63870,"University Of California, Berkeley (UCB)",Bioengineering,Other,,Interview,E-mail,"(20, 1, 2005)",1106208000,,,,,,,,"(13, 2, 2006)",1139817600,
63871,"University Of Wisconsin, Madison",Chemistry (Organic),Other,,Accepted,E-mail,"(9, 2, 2006)",1139472000,,,,,,,,"(12, 2, 2006)",1139731200,
63872,University of Texas Southwestern Medical Center at Dallas,Molecular Microbiology,Other,,Accepted,E-mail,"(9, 2, 2006)",1139472000,,,,,,,,"(12, 2, 2006)",1139731200,
63873,University of Pittsburgh,Physics And Astronomy,PhD,,Accepted,E-mail,"(9, 2, 2006)",1139472000,,,,,,,,"(12, 2, 2006)",1139731200,
63874,"University Of California, Riverside (UCR)",Evolution,Other,,Accepted,E-mail,"(9, 2, 2006)",1139472000,,,,,,,,"(12, 2, 2006)",1139731200,
63875,Yeshiva University,Clinical Psychology,PhD,,Interview,Phone,"(9, 2, 2006)",1139472000,,,,,,,,"(12, 2, 2006)",1139731200,
63876,Duke University,Medical Physics - Masters,Other,,Accepted,E-mail,"(9, 2, 2006)",1139472000,,,,,,,,"(12, 2, 2006)",1139731200,
63877,Columbia University,Physics,PhD,,Accepted,E-mail,"(9, 2, 2006)",1139472000,,,,,,,,"(12, 2, 2006)",1139731200,
63878,Boston University,MBA,Other,,Interview,Phone,"(9, 2, 2006)",1139472000,,,,,,,,"(12, 2, 2006)",1139731200,
63879,"University Of Wisconsin, Madison",Microbiology - PhD,Other,,Rejected,Postal Service,"(8, 2, 2006)",1139385600,,,,,,,,"(12, 2, 2006)",1139731200,
63880,"University Of Washington, Seattle",Astronomy,Other,,,E-mail,"(8, 2, 2006)",1139385600,,,,,,,,"(12, 2, 2006)",1139731200,
63881,"University Of Michigan, Ann Arbor",Psychology,PhD,,Rejected,Postal Service,"(8, 2, 2006)",1139385600,,,,,,,,"(12, 2, 2006)",1139731200,
63882,Northwestern University,Social Psychology,Other,,Rejected,E-mail,"(8, 2, 2006)",1139385600,,,,,,,,"(12, 2, 2006)",1139731200,
63883,Duke University,Cognitive Neuroscience,PhD,,Rejected,E-mail,"(8, 2, 2006)",1139385600,,,,,,,,"(12, 2, 2006)",1139731200,
63884,Boston University,History,Other,,Rejected,E-mail,"(8, 2, 2006)",1139385600,,,,,,,,"(12, 2, 2006)",1139731200,
63885,"University Of Michigan, Ann Arbor",Astronomy,PhD,,Accepted,E-mail,"(7, 2, 2006)",1139299200,,,,,,,,"(12, 2, 2006)",1139731200,
63886,North Carolina State University,Economics,PhD,,Accepted,Postal Service,"(7, 2, 2006)",1139299200,,,,,,,,"(12, 2, 2006)",1139731200,
63887,Boston University,Physics,PhD,,Accepted,E-mail,"(7, 2, 2006)",1139299200,,,,,,,,"(12, 2, 2006)",1139731200,
63888,"University Of Washington, Seattle",Physics,PhD,,Accepted,E-mail,"(6, 2, 2006)",1139212800,,,,,,,,"(12, 2, 2006)",1139731200,
63889,Stanford University,Structural Engineering,Other,,Accepted,Postal Service,"(6, 2, 2006)",1139212800,,,,,,,,"(12, 2, 2006)",1139731200,
63890,Pennsylvania State University (PSU),TESOL,MS,,,E-mail,"(6, 2, 2006)",1139212800,,,,,,,,"(12, 2, 2006)",1139731200,
63891,"University Of Washington, Seattle",Bioengineering,Other,,Accepted,Postal Service,"(4, 2, 2006)",1139040000,,,,,,,,"(12, 2, 2006)",1139731200,
63892,Cornell University,Tri-I CBM,Other,,,E-mail,"(4, 2, 2006)",1139040000,,,,,,,,"(12, 2, 2006)",1139731200,
63893,Washington University in St. Louis (WashU/WUSTL),English,PhD,,Accepted,Phone,"(3, 2, 2006)",1138953600,,,,,,,,"(12, 2, 2006)",1139731200,
63894,"University Of California, San Diego (UCSD)",Materials Science And Engineering,PhD,,Accepted,E-mail,"(3, 2, 2006)",1138953600,,,,,,,,"(12, 2, 2006)",1139731200,
63895,"University Of Washington, Seattle",Statistics,PhD,,Accepted,E-mail,"(2, 2, 2006)",1138867200,,,,,,,,"(12, 2, 2006)",1139731200,
63896,"University of Texas, Austin (UT Austin)",Communication Studies - Masters,Other,,Accepted,E-mail,"(2, 2, 2006)",1138867200,,,,,,,,"(12, 2, 2006)",1139731200,
63897,"University Of Maryland, College Park",Computer Science,Other,,Accepted,E-mail,"(2, 2, 2006)",1138867200,,,,,,,,"(12, 2, 2006)",1139731200,
63898,"University Of Colorado, Boulder",Astronomy,PhD,,Rejected,Postal Service,"(2, 2, 2006)",1138867200,,,,,,,,"(12, 2, 2006)",1139731200,
